Nº,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,Odd_BTTS_Yes,Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
135,rVY5Njqd,05/08/2023,16:30,VENEZUELA - LIGA FUTVE,Estudiantes Merida,Caracas,ROUND 22,2.63,3.22,2.61,1.46,2.6,1.04,7.8,1.35,2.84,2.18,1.68,3.74,1.21,7.4,1.04,1.83,1.93,,,,,7.0,7.0,10.0,21.0,7.0,5.0,8.0,18.0,10.0,8.0,11.0,26.0,23.0,18.0,26.0,56.0,201.0
136,lf2fIcrE,05/08/2023,17:00,BRAZIL - SERIE B,Ituano,Guarani,ROUND 22,2.46,3.05,3.12,1.58,2.3,1.08,6.15,1.57,2.43,2.57,1.43,5.05,1.12,10.2,1.01,2.18,1.65,,,,,6.0,7.0,13.0,34.0,6.5,5.5,11.0,26.0,10.0,10.0,17.0,46.0,23.0,23.0,46.0,101.0,201.0
137,dMx1cu64,05/08/2023,17:00,DOMINICAN REPUBLIC - LDF,Atlantico,Cibao,WINNERS STAGE ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,lIps9g50,05/08/2023,17:00,BRAZIL - SERIE B,CRB,Botafogo SP,ROUND 22,1.97,3.2,4.26,1.58,2.3,1.08,6.25,1.56,2.46,2.54,1.44,5.0,1.12,10.0,1.01,2.27,1.6,,,,,6.5,9.0,18.0,51.0,5.5,6.0,13.0,41.0,8.5,8.5,17.0,61.0,18.0,20.0,36.0,101.0,201.0
139,prRATID5,05/08/2023,17:15,PERU - LIGA 1,Binacional,Sport Boys,CLAUSURA ,1.44,4.5,7.5,1.33,3.25,1.04,12.0,1.2,4.33,1.7,2.1,2.63,1.44,5.0,1.17,1.91,1.8,1.43,2.75,1.11,6.8,12.0,19.0,41.0,81.0,7.5,8.5,21.0,51.0,7.0,9.0,19.0,51.0,9.5,12.0,26.0,51.0,301.0
140,6VILB0Ts,05/08/2023,17:30,ECUADOR - LIGA PRO,Orense,Delfin,SECOND STAGE ,2.0,3.4,3.75,1.5,2.5,1.07,9.0,1.4,2.75,2.25,1.62,4.33,1.2,10.0,1.06,2.0,1.73,2.0,1.8,1.28,3.55,8.0,9.0,17.0,41.0,6.0,6.5,13.0,34.0,8.5,9.0,19.0,41.0,17.0,19.0,34.0,67.0,251.0
141,S4ayOsQ2,05/08/2023,17:30,PARAGUAY - PRIMERA DIVISION,Cerro Porteno,Sportivo Trinidense,CLAUSURA ,1.57,4.33,5.25,1.33,3.25,1.03,15.0,1.22,4.0,1.7,2.1,2.63,1.44,5.0,1.17,1.73,2.0,1.6,2.3,1.19,4.5,13.0,15.0,26.0,51.0,8.0,8.0,15.0,41.0,8.0,8.5,17.0,41.0,12.0,12.0,23.0,51.0,201.0
142,GnJKOOcq,05/08/2023,18:00,COLOMBIA - PRIMERA A,U. Magdalena,Junior,CLAUSURA ,4.0,3.1,2.05,1.53,2.38,1.1,7.0,1.44,2.63,2.4,1.53,4.5,1.18,11.0,1.05,2.1,1.67,3.7,1.26,1.73,2.08,7.0,6.0,8.5,19.0,9.0,6.0,9.5,19.0,19.0,15.0,17.0,34.0,41.0,41.0,41.0,67.0,201.0
143,8b3KjZok,05/08/2023,18:00,COSTA RICA - PRIMERA DIVISION,Guanacasteca,San Carlos,APERTURA ,2.45,3.2,2.6,1.36,3.0,1.05,11.0,1.25,3.75,1.88,1.93,3.25,1.33,6.0,1.13,1.67,2.1,2.43,1.53,1.45,2.68,11.0,9.5,13.0,26.0,9.0,6.5,10.0,21.0,13.0,10.0,13.0,29.0,23.0,21.0,29.0,41.0,151.0
144,xYaqoJ2n,05/08/2023,18:00,PANAMA - LPF,Alianza,Miguelito,CLAUSURA ,3.0,2.93,2.47,1.58,2.24,1.08,5.9,1.58,2.35,2.64,1.4,5.25,1.11,9.1,1.03,2.16,1.66,,,,,,,,,,,,,,,,,,,,,
145,M702GyDQ,05/08/2023,18:00,BRAZIL - SERIE B,Sport Recife,Novorizontino,ROUND 22,2.02,3.22,4.02,1.56,2.34,1.07,6.4,1.48,2.43,2.59,1.51,4.8,1.14,9.6,1.01,2.19,1.64,,,,,6.5,9.0,17.0,51.0,6.0,6.0,13.0,36.0,8.5,9.0,15.0,51.0,18.0,19.0,36.0,101.0,201.0
146,dWuIKwPI,05/08/2023,18:10,ARGENTINA - PRIMERA NACIONAL,Chacarita Juniors,Tristan Suarez,ROUND 25,1.62,3.8,6.0,1.44,2.63,1.08,8.0,1.36,3.0,2.15,1.67,3.75,1.25,9.0,1.07,2.2,1.62,1.6,2.3,1.15,5.5,8.0,12.0,29.0,67.0,5.5,7.0,19.0,51.0,6.5,9.0,21.0,51.0,11.0,15.0,34.0,67.0,201.0
147,xrPqr2gc,05/08/2023,18:30,BOLIVIA - DIVISION PROFESIONAL,Independiente Petrolero,Aurora,ROUND 22,2.5,3.4,2.75,1.4,2.75,1.06,10.0,1.3,3.4,1.98,1.83,3.4,1.3,7.0,1.1,1.73,2.0,2.38,1.55,1.45,2.68,10.0,9.0,13.0,29.0,8.5,6.5,11.0,23.0,12.0,10.0,15.0,29.0,23.0,21.0,29.0,51.0,201.0
148,nwGNTwCq,05/08/2023,18:30,BRAZIL - SERIE A,Goias,Fortaleza,ROUND 18,2.88,3.2,2.55,1.44,2.63,1.07,8.5,1.4,3.0,2.2,1.67,4.0,1.25,8.0,1.08,1.91,1.91,2.75,1.43,1.53,2.43,8.5,7.5,11.0,23.0,8.0,6.0,10.0,21.0,13.0,11.0,15.0,34.0,29.0,26.0,34.0,51.0,351.0
149,f3JVRHtd,05/08/2023,18:30,BRAZIL - SERIE A,Internacional,Corinthians,ROUND 18,2.25,3.1,3.5,1.53,2.38,1.11,6.5,1.5,2.63,2.63,1.5,5.0,1.17,11.0,1.05,2.1,1.67,2.2,1.65,1.33,3.3,6.5,8.0,15.0,41.0,6.0,6.0,13.0,34.0,9.5,10.0,19.0,41.0,21.0,21.0,41.0,67.0,501.0
150,jX5a24Xn,05/08/2023,18:30,CHILE - PRIMERA DIVISION,U. Catolica,A. Italiano,ROUND 20,1.95,3.6,3.8,1.33,3.25,1.04,13.0,1.22,4.0,1.75,2.05,2.75,1.4,5.5,1.14,1.67,2.1,1.93,1.93,1.26,3.7,12.0,13.0,21.0,41.0,8.5,7.0,13.0,29.0,10.0,8.5,13.0,34.0,17.0,15.0,23.0,41.0,151.0
151,dYMmnzMd,05/08/2023,19:15,VENEZUELA - LIGA FUTVE,Portuguesa,Monagas,ROUND 22,2.41,3.08,3.04,1.53,2.4,1.06,6.75,1.44,2.51,2.44,1.55,4.5,1.15,8.9,1.02,2.0,1.77,,,,,6.0,6.5,10.0,26.0,6.0,5.0,9.0,21.0,9.5,8.5,13.0,36.0,23.0,20.0,34.0,81.0,201.0
152,0KxFhJL0,05/08/2023,20:00,USA - USL CHAMPIONSHIP,Pittsburgh,Tampa Bay,-,2.23,3.16,3.18,1.47,2.5,1.04,7.4,1.38,2.71,2.25,1.63,4.0,1.19,7.9,1.04,1.9,1.86,,,,,6.5,7.0,12.0,31.0,6.0,5.0,9.0,23.0,8.5,8.0,12.0,36.0,19.0,17.0,26.0,71.0,201.0
153,8ptNjcjD,05/08/2023,20:00,USA - USL CHAMPIONSHIP,Miami FC,El Paso,-,2.38,3.34,2.73,1.37,2.85,1.02,9.2,1.27,3.28,1.91,1.87,3.14,1.29,5.9,1.08,1.68,2.13,,,,,8.5,7.5,11.0,23.0,7.5,5.5,8.0,17.0,10.0,8.0,10.0,23.0,20.0,15.0,23.0,46.0,201.0
154,8Mcz01TQ,05/08/2023,20:00,USA - USL CHAMPIONSHIP,Indy Eleven,Memphis,-,2.39,3.38,2.69,1.36,2.9,1.01,9.5,1.25,3.42,1.87,1.91,3.04,1.31,5.65,1.09,1.65,2.18,,,,,9.0,8.0,11.0,23.0,7.5,5.5,8.0,15.0,10.0,7.5,10.0,20.0,21.0,15.0,23.0,41.0,201.0
155,UVbW0sEK,05/08/2023,20:00,USA - USL CHAMPIONSHIP,Hartford Athletic,New Mexico,-,2.76,3.46,2.33,1.33,3.04,10.5,1.05,1.21,3.74,1.75,2.05,2.75,1.37,5.0,1.12,1.58,2.31,,,,,9.5,7.5,10.0,20.0,8.5,5.5,7.5,14.0,12.0,8.0,9.5,19.0,23.0,17.0,21.0,36.0,201.0
156,j3lyu86h,05/08/2023,20:00,CANADA - CANADIAN PREMIER LEAGUE,Atl. Ottawa,York Utd,-,2.08,3.34,3.34,1.4,2.73,1.02,8.7,1.29,3.14,1.99,1.8,3.34,1.26,6.35,1.07,1.76,2.01,,,,,8.5,9.0,13.0,34.0,6.5,5.5,9.5,23.0,9.0,7.5,12.0,31.0,17.0,15.0,23.0,61.0,101.0
157,bPToI2jE,05/08/2023,20:00,ECUADOR - LIGA PRO,EL Nacional,Aucas,SECOND STAGE ,1.95,3.6,3.8,1.33,3.25,1.04,13.0,1.22,4.0,1.73,2.08,2.75,1.4,5.5,1.14,1.62,2.2,1.95,1.85,1.28,3.55,12.0,13.0,21.0,41.0,9.0,7.0,13.0,29.0,10.0,8.5,13.0,34.0,17.0,15.0,23.0,41.0,151.0
158,6ebuN1u9,05/08/2023,20:00,PARAGUAY - PRIMERA DIVISION,Sp. Luqueno,Resistencia,CLAUSURA ,1.83,3.4,3.8,1.4,2.75,1.06,10.0,1.3,3.4,1.98,1.83,3.4,1.3,7.0,1.1,1.83,1.83,1.83,1.98,1.24,3.9,10.0,12.0,21.0,41.0,7.0,7.0,15.0,34.0,8.5,8.5,15.0,41.0,15.0,15.0,26.0,51.0,251.0
159,I7JX9E72,05/08/2023,20:00,NICARAGUA - LIGA PRIMERA,UNAN-Managua,Matagalpa,APERTURA ,2.14,3.51,3.2,1.36,2.9,,,1.25,3.42,1.85,1.91,2.98,1.32,5.9,1.1,1.67,2.15,,,,,,,,,,,,,,,,,,,,,
160,Sla8IBxU,05/08/2023,20:05,MEXICO - LIGA DE EXPANSION MX,Zacatecas Mineros,Tlaxcala,APERTURA ,1.57,4.2,5.12,1.31,3.26,12.1,1.04,1.18,4.1,1.68,2.18,2.57,1.42,4.55,1.14,1.7,2.1,,,,,11.0,15.0,26.0,76.0,6.5,7.0,15.0,41.0,6.5,6.0,12.0,41.0,9.0,9.0,15.0,56.0,201.0
161,fwIONrDk,05/08/2023,20:10,COLOMBIA - PRIMERA A,Pereira,Chico,CLAUSURA ,2.2,3.2,3.5,1.5,2.5,1.07,9.0,1.36,3.0,2.2,1.65,4.0,1.22,9.0,1.07,1.91,1.8,2.2,1.65,1.33,3.3,8.0,9.0,17.0,34.0,7.0,6.0,12.0,29.0,10.0,9.5,15.0,41.0,21.0,19.0,34.0,51.0,351.0
162,4jdJtfg6,05/08/2023,20:10,ARGENTINA - PRIMERA NACIONAL,Alvarado,Def. de Belgrano,ROUND 28,3.0,2.88,2.7,1.62,2.2,1.14,5.5,1.57,2.25,2.88,1.4,6.0,1.13,15.0,1.03,2.25,1.57,2.85,1.4,1.48,2.6,5.5,6.0,11.0,26.0,6.5,6.0,12.0,29.0,13.0,13.0,21.0,41.0,34.0,34.0,51.0,81.0,201.0
163,f9flpwIh,05/08/2023,20:15,PANAMA - LPF,Tauro,Plaza Amador,CLAUSURA ,2.83,2.69,2.77,1.68,2.06,1.12,5.1,1.64,2.23,2.84,1.35,5.65,1.09,9.1,1.03,2.23,1.62,,,,,,,,,,,,,,,,,,,,,
164,QZDFiFWr,05/08/2023,21:00,COSTA RICA - PRIMERA DIVISION,AD Santos,Grecia,APERTURA ,1.85,3.4,3.6,1.36,3.0,1.04,12.0,1.25,3.75,1.83,1.98,3.0,1.36,6.0,1.13,1.73,2.0,1.95,1.85,1.28,3.55,12.0,12.0,19.0,41.0,8.0,7.0,13.0,29.0,9.5,8.5,15.0,34.0,17.0,15.0,23.0,41.0,201.0
165,MZfazjzi,05/08/2023,21:00,BOLIVIA - DIVISION PROFESIONAL,Palmaflor,Oriente Petrolero,ROUND 22,2.1,3.5,3.0,1.36,3.0,1.04,12.0,1.25,3.75,1.83,1.98,3.0,1.36,6.0,1.13,1.67,2.1,2.1,1.7,1.38,3.0,12.0,11.0,17.0,34.0,8.5,7.0,11.0,23.0,11.0,9.0,15.0,29.0,21.0,17.0,26.0,41.0,201.0
166,GltqyMJ9,05/08/2023,21:00,BRAZIL - SERIE A,Fluminense,Palmeiras,ROUND 18,2.45,3.25,3.0,1.44,2.63,1.07,8.5,1.4,3.0,2.2,1.67,4.0,1.25,8.0,1.08,1.91,1.91,2.38,1.55,1.4,2.85,8.5,8.5,13.0,29.0,7.5,6.0,11.0,26.0,11.0,10.0,15.0,34.0,23.0,21.0,34.0,51.0,301.0
167,2JLFSxTB,05/08/2023,22:00,PERU - LIGA 1,Alianza Lima,Cajamarca,CLAUSURA ,1.25,6.0,12.0,1.33,3.25,1.04,12.0,1.22,4.0,1.73,2.08,2.75,1.4,5.5,1.14,2.38,1.53,1.24,3.9,,,12.0,23.0,51.0,151.0,6.5,11.0,34.0,81.0,5.5,9.5,29.0,81.0,7.0,12.0,34.0,101.0,201.0
168,pfgVTh6S,05/08/2023,22:00,VENEZUELA - LIGA FUTVE,La Guaira,Mineros,ROUND 22,1.43,4.45,6.86,1.33,3.14,11.0,1.03,1.21,3.74,1.75,2.07,2.71,1.38,4.95,1.12,1.88,1.88,,,,,10.0,13.0,26.0,81.0,6.0,6.5,15.0,41.0,6.0,6.5,13.0,46.0,8.5,10.0,19.0,56.0,201.0
169,UcozEVpo,05/08/2023,22:05,MEXICO - LIGA DE EXPANSION MX,Cancun,Correcaminos,APERTURA ,2.88,3.24,2.42,1.44,2.66,1.03,8.0,1.33,2.93,2.13,1.71,3.65,1.22,7.1,1.05,1.81,1.95,,,,,7.5,6.5,9.5,18.0,7.5,5.0,7.5,15.0,12.0,8.5,11.0,26.0,26.0,21.0,26.0,56.0,201.0
170,SMpXXSzc,05/08/2023,22:20,COLOMBIA - PRIMERA A,Ind. Medellin,Envigado,CLAUSURA ,1.5,4.0,7.5,1.4,2.75,1.05,11.0,1.3,3.4,2.0,1.85,3.4,1.3,7.0,1.1,2.1,1.67,1.5,2.5,1.12,6.25,9.5,15.0,34.0,81.0,6.0,7.5,21.0,51.0,6.5,8.5,19.0,51.0,10.0,13.0,29.0,67.0,351.0
171,YaghqcXb,05/08/2023,22:30,PANAMA - LPF,Herrera,San Francisco,CLAUSURA ,1.64,3.5,5.43,1.49,2.44,1.06,7.2,1.41,2.6,2.35,1.58,4.25,1.17,7.85,1.05,2.19,1.64,,,,,,,,,,,,,,,,,,,,,
172,v5l6fuil,05/08/2023,23:00,USA - USL CHAMPIONSHIP,Monterey Bay,Sacramento Republic,-,2.81,3.28,2.4,1.4,2.73,1.02,8.6,1.29,3.14,1.99,1.8,3.34,1.26,6.35,1.07,1.74,2.04,,,,,8.5,7.5,10.0,20.0,7.5,5.5,7.5,15.0,11.0,8.0,10.0,21.0,23.0,17.0,23.0,46.0,201.0
173,dbIy9YM8,05/08/2023,23:00,NICARAGUA - LIGA PRIMERA,Ferretti,Managua FC,APERTURA ,2.16,3.47,3.19,1.37,2.85,,,1.26,3.34,1.88,1.88,3.08,1.3,6.0,1.09,1.69,2.11,,,,,,,,,,,,,,,,,,,,,
174,fF5WmXV7,05/08/2023,23:00,COSTA RICA - PRIMERA DIVISION,Liberia,Zeledon,APERTURA ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,UgsJiwy7,05/08/2023,23:00,USA - USL CHAMPIONSHIP,San Diego Loyal,Orange County SC,-,1.96,3.6,3.44,1.31,3.15,1.01,12.0,1.19,3.9,1.72,2.1,2.67,1.39,4.8,1.13,1.59,2.29,,,,,9.0,9.0,14.0,31.0,7.0,5.5,9.0,18.0,9.0,7.0,10.0,26.0,15.0,12.0,19.0,41.0,201.0
176,WWlFCG88,05/08/2023,23:15,COSTA RICA - PRIMERA DIVISION,Sporting San Jose,Alajuelense,APERTURA ,3.5,3.3,1.91,1.4,2.75,1.06,9.5,1.3,3.4,2.03,1.78,3.5,1.29,7.0,1.1,1.83,1.83,3.7,1.26,1.88,1.93,9.5,7.0,9.0,17.0,11.0,6.5,9.0,17.0,19.0,13.0,15.0,29.0,41.0,34.0,41.0,51.0,301.0
177,Q1p2eLyr,05/08/2023,23:30,USA - USL CHAMPIONSHIP,Las Vegas Lights,Rio Grande,-,2.65,3.44,2.39,1.33,3.04,1.01,10.2,1.22,3.65,1.78,2.01,2.79,1.36,5.15,1.11,1.6,2.27,,,,,9.0,8.0,10.0,20.0,8.0,5.5,7.5,15.0,11.0,8.0,9.5,20.0,23.0,17.0,23.0,41.0,201.0
